text	label
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks	positive
Possible personnel reductions concern approximately 104 people	negative
Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report	negative
Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level	neutral
Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland	negative
Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built	neutral
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations	positive
Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board	neutral
The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.	neutral
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday	negative
Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009	positive
- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million	negative
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company	neutral
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects	positive
Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009	positive
Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009	negative
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA )	positive
Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004	positive
The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported	negative
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China	neutral
The number of class A shares remains unchanged at 9,526,089 shares	neutral
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees	neutral
Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team	positive
As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories	negative
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007	positive
New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions	neutral
The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming	neutral
`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks	positive
Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year	neutral
POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability	neutral
The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan	negative
Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers	neutral
As a result , the company has decided it will implement fixed-term temporary lay-offs	negative
Uncertainties still exist , however	neutral
Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum	positive
Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 %	positive
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year	neutral
The total amount of subscription prices was recorded in the fund for invested non-restricted equity	neutral
At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32	negative
The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia	neutral
Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region	neutral
The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases	neutral
The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul	neutral
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase	positive
In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million	positive
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom	neutral
The shipyard hopes the regional government in Andalusia can offer its some form of financial support	neutral
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management	positive
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe	neutral
The record date for dividend distribution is March 14 , 2008	neutral
The most loyal customers were found in the Bank of +land , with an index of 8.0	positive
The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year	positive
The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said	neutral
Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems	neutral
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward	neutral
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone	negative
This is the second successful effort for the financial investor this year	positive
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008	negative
The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories	neutral
Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location	neutral
Cash flow from operating activities is estimated to be positive	positive
Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being	negative
A profit is still on target	positive
Net sales in 2008 are expected to be on the same level as in 2007	neutral
He said : `` It is for sale again and we will be actively marketing it	neutral
The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues ''	neutral
Order intake , on the other hand , is expected to be stronger than in 2007	positive
The new location is n't the only change Wellmont has in store for its air transport service	neutral
These companies will be able to keep their market positions	positive
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor	neutral
Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln	positive
We offer our customers solutions based on renewable raw materials	neutral
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007	negative
Panostaja did not disclose the purchase price	neutral
Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009	positive
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland	neutral
The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR )	positive
The company said that the fall in turnover had been planned	negative
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008	positive
The newspaper 's best sales asset is high quality journalism and journalistic content	neutral
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent	positive
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services	neutral
Competition authorities will have to approve the deal before it can be finalized	neutral
Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008	neutral
Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States	neutral
The interim report for the first quarter is published on May 8 , 2009	neutral
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million	positive
The vessels are the largest and fastest ropax vessels in the world that will be built by Fincantieri	neutral
Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares	neutral
Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year	positive
Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland	neutral
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management	neutral
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds	neutral
Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday	positive
The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses	positive
In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year	positive
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008	positive
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million	positive
Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 %	positive
Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said	positive
The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks	positive
( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland	negative
Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday	positive
The total value of the deal is USD 29mn	neutral
He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October	neutral
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes	positive
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July	positive
RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system	neutral
Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx	positive
The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier	negative
Operating profit surged to EUR21m from EUR106 ,000	positive
Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US	neutral
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland	positive
The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema	neutral
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination	positive
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets	positive
Market data and analytics are derived from primary and secondary research	neutral
ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use	neutral
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland	positive
The operating margin came down to 2.4 % from 5.7 %	negative
Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period	positive
The passenger tunnel is expected to be put into operation in 2009	neutral
CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area	neutral
Exel Composites ' long-term growth prospects remain favourable , however	positive
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients	neutral
UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said	neutral
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes	neutral
In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 %	positive
Sales in Finland rose by 3.9 % and international growth was 0.7 %	positive
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use	negative
Diluted EPS rose to EUR3 .68 from EUR0 .50	positive
schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila	neutral
On 25 August 2009 , Sampo 's stake in Nordea was 19.45 %	neutral
Furthermore , our fully electrically driven cranes are environmentally friendly	positive
GSK announced in November 2008 that it would close its operations in Dartford	negative
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum	neutral
According to Finnair Technical Services , the measure is above all due to the employment situation	neutral
Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways	positive
A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999	neutral
`` EB Tough VoIP was designed to fulfill the communications needs of military units , and we continue to strive towards achieving that goal , '' Mikko Viitaniemi , EB Elektrobit Defense Products , Wireless Solutions senior manager , said in a statement	neutral
The order is included in Metso 's fourth quarter 2007 order backlog	neutral
EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million )	neutral
The number of bodily injury cases quadrupled in 2000-2006	negative
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries	positive
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services	neutral
The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry	neutral
Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares	neutral
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn	positive
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group	neutral
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations	neutral
Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008	negative
Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement	neutral
pct lower at 4,442.10	neutral
`` The Government has had a very professional approach in assessing the offer	positive
HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements	positive
NetCom expects to complete Turbo 3G deployment in these areas this year	neutral
Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients	neutral
Later on , about 150 Finnish-made houses will be build in the area	neutral
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier	positive
26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier	positive
In addition to the demand in Finland , the export of lining stone products also increased	positive
As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M	neutral
The employer-employee talks concerned about 500 people , that is , the whole staff in Finland	neutral
Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier	negative
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices	neutral
The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods	positive
The company intends to raise production capacity in 2006	positive
By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month	positive
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans	positive
No financial or pricing details were disclosed	neutral
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg	neutral
The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems	positive
The aim is to develop open-source application solutions	neutral
Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005	negative
Net sales fell by 5 % from the previous accounting period	negative
Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009	neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors	neutral
Insurance policies should be simple	neutral
The acquisition is part of Ramirent 's Central and Eastern European growth strategy	neutral
Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition	neutral
Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010	neutral
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China	neutral
`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions	positive
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 %	negative
The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn	neutral
I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen	positive
In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million	positive
In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009	positive
The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas	neutral
STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups	positive
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas	neutral
Inha Works has invested in its product development and market research	neutral
A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999	neutral
Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab	neutral
hu will offer a further discount of between 25 % and 50 % on selected books	neutral
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005	neutral
The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner	neutral
According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building	neutral
The latest date for registration is on 4 April , 2006	neutral
Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market	neutral
Clothing chain Sepp+l+ 's net sales increased by 7.0 % to EUR 30.8 mn	positive
Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008	negative
Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago	positive
In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007	positive
Underground parking facilities will also be built on the basement floor	neutral
Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies	negative
Managing Director Timo Kohtam+ki of Lemmink+inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets	neutral
Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies	positive
Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010	neutral
The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks	negative
The bond , with a maturity of five years , is part of the bank 's domestic bond program	neutral
When this investment is in place , Atria plans to expand into the Moscow market	neutral
KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies	neutral
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur	positive
Other potential clients include public administration organizations investing in utility networks and services	neutral
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005	negative
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK	neutral
Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008	positive
Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL	positive
Alma Media expects its net sales to increase as forecast previously	positive
The contract traded at an all-time high of $ 50,200 a ton on April 24	neutral
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe	positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008	neutral
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5	negative
The estimated annual value of the frame agreement is about EUR 50mn	neutral
The value of the orders is over EUR 25mn	neutral
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware	positive
Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008	negative
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably	positive
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe	positive
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman	neutral
- The Group - s profit before taxes was EUR 0,2 7,8 million	neutral
The group 's net sales in 2007 were EUR683 .6 m	neutral
To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka	positive
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year	positive
ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter	neutral
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia	negative
M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills	neutral
An individual promotion also generated slightly higher-than-expected revenues	positive
The competition was received with great enthusiasm by the employees , he goes on	positive
HK Ruokatalo produces many turkey products , such as cold cuts	neutral
Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006	neutral
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001	neutral
EPS from continuing operations came in at 0.30 eur , up from 0.17	positive
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya	neutral
Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+rvi , Vimpeli and Per+sein+joki in Finland	neutral
However , he expects banks to provide alternative financing	positive
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D	neutral
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years	positive
Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005	positive
The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai	neutral
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005	negative
Rosen was cautious about being too optimistic inregard to the second half of the year	neutral
Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment	positive
Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now	neutral
The share of the share capital of both above mentioned shareholders remains below 5 %	neutral
Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board	neutral
Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007	negative
`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News	neutral
The order was valued at USD12 .2 m	neutral
Yakima created the position for him after emerging from economic downturns of its own	neutral
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009	positive
Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported	neutral
No financial details were revealed	neutral
President and CEO Mika Vehvil+inen says the positive signs are first and foremost emerging outside Finland	positive
More than 50,000 tonnes of asphalt mix will be used in the contract	neutral
Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit	positive
In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx	neutral
European traffic grew nearly 30 %	positive
This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW	neutral
Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+ne , southern Sweden	neutral
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit	neutral
Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005	positive
Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn	positive
Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006	negative
Upon establishment , the plan is directed to approximately 20 persons	neutral
In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year	positive
's Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday	neutral
This allows devices such as mobile phones to become a few millimetres thinner	neutral
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007	positive
The veneer and plywood industry in Sweden is quite small despite the raw material resources	neutral
Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia	neutral
The order is related to renewing the network of the telecommunications operator	neutral
By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company	positive
The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla	neutral
During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts	neutral
Okmetic has used the furnaces for the contract manufacturing of solar crystals	neutral
